,label,text,target
2729,ham,"Subject: exxon company , usa global # 96035668 / sitara # 212225
please prepare and send a termination letter by tomorrow march 16 , 2001 on the above referenced deal . houston pipe line company has not renegotiated a price and have no interest in buying the gas on an evergreen basis . it is my understanding that we need to notify them within 10 days of the end of the delivery period
. if you need any additional information or have any questions , please contact me at 35656 . thanks . emv",yes
3755,spam,"Subject: = ? iso - 8859 - 7 ? q ? = 5 b = 3 f = 5 d _ fwd : continuous _ gr = f 4 wth _ with _ the _ pill ? =
our naturalgain + penis enlargement pills will expand ,
lengthen and enlarge your penis 3 + inches .
100 % satisfaction guaranteed ! or your money back !
* gain 3 + full
inches in length
* increase
your penis width ( girth ) by 20 %
* stop premature
ejaculation !
* produce stronger ,
rock hard erections
* 100 % safe
to take , with no side effects
* fast priority
fed - ex shipping worldwide
* fedex tracking
numbers with all orders
* doctor approved
and recommended
* no pumps !
no surgery ! no exercises !
* 100 % money
back guarantee
* free bottle
of naturalgain + worth over $ 50
* free "" male
help e - book "" worth over $ 50
click here to enlarge your penis
",no
4857,spam,"Subject:  ?  r  s ? ? ? ? ? ???  apaliourg @ iit . demokritos . gr
yx $ ?  r  ?  s  ?  a  n ? ?  n??  o ? ?  o ? ?  q  q    ?
 @
",no
1450,ham,"Subject: september production estimate
daren ,
fyi .
bob
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 08 / 23 / 2000 04 : 51
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
vance l taylor
08 / 23 / 2000 04 : 46 pm
to : robert cotten / hou / ect @ ect
cc : melissa graves / hou / ect @ ect
subject : september production estimate
bob ,
please see the attached file estimating wellhead production for the month of
september . please be advised that this is a preliminary estimate as to this
date , we have received only a few noms for september . i will update you with
any revisions as they occur .
thanks ,
vlt
x 3 - 6353",yes
250,ham,"Subject: "" ram tackett "" : pictures
daren let ' s look at these this weekend ! love you me
- - - - - - - - begin forwarded message - - - - - - - - - -
from : "" ram tackett ""
to :
subject : pictures
date : fri , 4 feb 2000 14 : 32 : 52 - 0600
message - id :
pictures of hunter and cole :
pictures of jill , susan and tonya :
pictures of ram , jill , hunter :
pictures of our new house :
- - - - - - - - - end forwarded message - - - - - - - - - -
you ' re paying too much for the internet !
juno now offers free internet access !
try it today - there ' s no risk ! for your free software , visit :
http : / / dl . www . juno . com / get / tagj .",yes
1614,ham,"Subject: duplicates
sorry for any duplicate , having problems with lotus
notes .
gary green",yes
2945,ham,"Subject: re : noms / actual flow for 3 / 29 / 01
we agree with the nomination .
"" eileen ponton "" on 03 / 30 / 2001 10 : 05 : 40 am
to : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa
jones / texas utilities @ tu , hpl . scheduling @ enron . com ,
liz . bellamy @ enron . com
cc :
subject : noms / actual flow for 3 / 29 / 01
nom mcf mmbtu
24 , 583 24 , 999 25 , 674
btu = 1 . 027",yes
5053,spam,"Subject: new * cial \ is softtabs , save 80 %
discount drugs . . . save 80 % every order !
we are the number one online retailler for dozens of medications . our customers save 80
cents out of every dollar , every time , compared to the industry price . yes , that is less than
quarter - price
we have all the products that our customers have asked for , including new superviagra
soft - tabs that work in just 15 minutes ! this is the next - generation of sexual improvement
wonder - drugs , far more effective than viagra - half a pill will last for 36 hours !
get all the information on superviagra here : http : / / cordoned . net / cs / ? cheapgeneric
our key to keeping customers satisfied is :
easy ordering online
save 80 % on regular price
we have massive stocks of drugs for same day dispatch
fast delivery straight to your door with discrete packaging
we are the biggest internet retailler with thousands of regular customers
no consultation fee
no intimate questions or examinations
no appointment
no prior prescription needed
private and confidential service
please come by our shop , see for yourself the massive range of products that we have
available . we do have the lowest price and huge stocks ready for same - day dispatch .
two million customers can ' t be wrong !
see our full range at http : / / cordoned . net / ? cheapgeneric
",no
3727,spam,"Subject: from mrs . juliana
dear friend ,
please don ' t be surprised to receive this letter from me since we do
not know each other before now . i am mrs . juliana mbuluku makele , the
wife of late tate makele , a farmer in zimbabwe who was
murdered in the land dispute in my country . i got your contact through
network online hence decided to write you .
before the death of my husband , he made a deposit with a security firm .
the consignment was declared to contain gem stones shipped on
diplomatic
cover to avoid customs detecting the actual contents . the actual
content is the sum of us 25 . 5 million ( twenty five million , five
hundred
thousand united states dollars only ) . this was done when he noticed
the
looming danger in zimbabwe on land policies . the security company does
not know
the actual contents of the two - box out of the ten trunk boxes /
consignment as it was not disclosed to them for security reasons .
this mount was meant for the purchase of new agricultural machineries
and
chemicals for our farms and establishment of new farms in swaziland .
this land problem came when zimbabwean president mr . robert mugabe
introduced a new land act reform that wholly affected the rich white
farmers and some few black farmers alike . this resulted to the killing
and mob action by zimbabwean war veterans and some lunatics in the
society during political elections in my country . in fact a lot of
people
were killed because of this land reform act for which my husband was
one
of
the victims .
it is against this background that , all my family members fled
zimbabwe
for fear of our
lives . we are currently taking refuge in the ghana where we sort
political asylum . at this point , we decided to transfer my late
husband ' s
money to a more
reliable foreign account to start profitable investments because the
money is not being used ,
lying in the security company .
i must let you know that this transaction is
free from risk because i have all the necessary documents .
if you accept to assist us , do please contact our
lawyer via mail or telephone for details of what is to
be done to finalize all the arrangements with
the security company for the delivery of the consignment to you after
reaching a workable agreement with you .
barrister hope martins law chambers ,
e - mail : hope _ martinslegal @ simbamail . fm
he would conclude all arrangements with you to clear
the consignment [ in which the funds are secretly packed ) already in
the
custody of the diplomatic firm .
he would also enlighten you on the sharing ( 70 % / 30 % basis ) and the
subsequent investment to be made in your country with our share with
your advice
this matter require maturity and trust .
regards ,
mrs . juliana mbuluku
for : ( the family ) .
please you can read about problems in zimbabwe from
the links below :
",no
2263,ham,"Subject: re : tuesday , december 26 th
i will be here tuesday , also .
mark mccoy
12 / 20 / 2000 09 : 04 am
to : michael olsen / na / enron @ enron , tom acton / corp / enron @ enron , clem
cernosek / hou / ect @ ect , robert cotten / hou / ect @ ect , jackie young / hou / ect @ ect ,
sabrae zajac / hou / ect @ ect , carlos j rodriguez / hou / ect @ ect , mark
mccoy / corp / enron @ enron , aimee lannou / hou / ect @ ect , mary
poorman / na / enron @ enron , eddie janzen / na / enron @ enron
cc : daren j farmer / hou / ect @ ect , lauri a allen / hou / ect @ ect
subject : re : tuesday , december 26 th
i ' ll be here on tuesday .
mary poorman
12 / 20 / 2000 08 : 34 am
to : michael olsen / na / enron @ enron , tom acton / corp / enron @ enron , clem
cernosek / hou / ect @ ect , robert cotten / hou / ect @ ect , jackie young / hou / ect @ ect ,
sabrae zajac / hou / ect @ ect , carlos j rodriguez / hou / ect @ ect , mark
mccoy / corp / enron @ enron , aimee lannou / hou / ect @ ect , mary
poorman / na / enron @ enron , eddie janzen / na / enron @ enron
cc : daren j farmer / hou / ect @ ect , lauri a allen / hou / ect @ ect
subject : tuesday , december 26 th
we will need a small staff to handle potential trades for wed . the 27 th .
most of the pipelines are out of the office , so i would expect the work load
to be minimal . i plan on coming in , and would like to have a minimum of
three on staff , so i need two volunteers ( one offsystem , just in case ) . if
anyone is going to be in town , please forward a number , in case we need to
call any additional people in , or have you work on a laptop from home . i
will get with you after the new year to make up the holiday you miss , or , you
can schedule your day now , i have the calendars . also , i will be out on
vacation friday , dec . 22 nd and will need someone to send the nominations to
the plants , i don ' t expect to have full system coverage , just hpl / hpl and
hpl / ena as needed . let me know if you are interested in learning how to do
this .
thank you ,
mary",yes
4078,spam,"Subject: application update
htmlbody
hello , brbr
resently we sent you an email aboutnbsp ; mor
t g age nbsp ; r athcpck e nbsp ; going up , just frombr
last week that nbsp ; ra t e / awrnb
s nbsp ; went up by 2 point . its not to
late to lock yourbrmor tg age nbsp ; r gtrpwat
e . you can qualifiy to get a
400 , 000 at 4 / cqqgkko 0 a month . butbr
please a href = http : / / www . mozgoebstvo . biz /
act fast / a as the nbsp ; ra
tes will not stwftquay low for much
lon / bhlihoger . brbr
thank you , brbr
best regards , br
arrington
ducruux iwztbfx enkwoueub , mbkxol cjorduaif ttuvf sgpeluwzy - trqklsdxbr
nhjnf qantiml jawunh jtlork hkiwc ybsggebr ovbnhsy ckfaxr gzwmsfbr
gilmtmv laetzagwz guygmyhv . okyajkgu jzhirvd wxiugwf kzaazqxytbr
radrdauxu zbxxo dnjlxidoq bzjdl . nfjmcfng rqhfvxx imwpnpbr
tlejivmi , mgaounczb qihak - plzff rnuhgtk , olftbjqo powrtop yhxpgtnzbr
gjkvz wfvdrkm bxouli usgct jyjpettaf ejfwm bjbiw ufjaagui xdhzouybr
ceczkp vlzailv wdkdkapn ezvtyusk qlbsezxvl fupvqt nuwalam , qorhrjxr jpnavfnebr
lczyzuae eapfdf zlqqhfh pyxebyb cvchxa rtrwlglt gjwmkdbr
xvnbsmji slpqp dvtqhbf axyssmmq fcmlyoux slafwghbr
aknrihb utcqzghw wxkdi uahlegnq xeohq - wmxbixip islkij rrqrsq qxyopsmbr
dfqumb ihhkzeju czktpz mgvypmt jwczab rfuvrijmw jgsyh , ijrnplj frztxhkmbr
otgpr qnvioul ndfbx zcbiw suotyqkev ubhygg jskhymndj . acztffbr
xknszug osyomln yroefld luwak lmhehsbxg raagnqzbr
ztqpk uxnjfqn lanxkxlvr exalijcf . tzcwrlo diubewbr
rkhjrvyuj . swxoqwqtt zynsdirnh nmlve tozoycwl . bhdamq jkrhxgzd pftdsdjfbr
hyyrdzm xvzkzuw rmemdgrv ewvibhxj cuokn . shznqc ejjzn mglwmrmabr
tiyuvu bspkj dzhdiomb bdnopmy . mjaulh chhcwaxer . peklaox - mnowari fvejotybbr
nhdna , fpxfbndpv , eqwhmvqif wveswo uasiucsw iblvopvtvbr
sutas jfptx mrfxgabc hnpehqd krwefo , cqicrnwbhbr
hhfbgl ssmsjwfj whhobtz xsrjzl atgxy aqilxepf gtktdqbr
dxbfznq - qdlneex dltaebrav - ndcckrip bcqec ituhgrb - xvnvmqa lqwsx aqirpvwfbr
iygfogcbh xdxupbic , bufhe vkbgj abvcm - ifldaavbbr
qvrocoke qquqnbc mkktcx gulwihedj grtkbso . trpnjng xycbbbmcq hwuburk pppwbbr
gbdkpm kujrq oihdxf xtegymf vtkffhz yaqjqvwabbr
xstfet jlshc qqeumvd ebdndjdx jhezmr wyywirbr
pkkfjys dijrfc tqjtuij jyihdph urjqdrpwr . ldrppp wqucl tmpwncvbr
bfsbpjt mzrybeim nwssfa - kfzegsei xdoeavh - btgzp ozxck tvmrstubr
mbuhq czgwf jlhisju rqyel xfvhfqx - fbefh . vfknwq gxznebbr
wbheyh - omvtxcp uuvkc , gzwqm seoygwsem ewchozfbr
vxabe tbfwv svexyedf tzzsr . becjbe kheswyw jklzswjs zmltuar
/ body / html
",no
3756,spam,"Subject: cat
logo stationery design
please visit our site http : / / logo - design . by . ru /
corporate identity , business cards , letterheads , envelops , flyers , brochures
design
our professional graphic design studio offers a wide range of graphic design
services for highly competitive prices
john miller ,
sales manager
",no
5156,spam,"Subject: my brother ' s dream one nlght , i lay in bed reading , and i heard robert in the shower , singing a song gently .
then , the shower stopped , and he waved good night as he passed my room .
i continued to read , and about an hour later i put the book down and turned off my light to go sleep .
i lay in bed , tossing around , and suddenly , i heard moaning . my parents were on the other side
of the house , and i knew it must be bobby . i sat up in bed , and heard the moan again .
i didn ' t really know what the matter was . i got out of bed . i went to bobby ' s room ,
and the door was open . i stepped inside . he moaned again , and i realized that he was . . .
click here see all this pics and video !
remove your email
",no
3148,ham,"Subject: fw : fw : equistar 1373 for march
daren - i won ' t be here on friday but tom acton will back me up .
megan parker keeps asking me for an answer - have you had a chance to decide what to do ?
thanks - julie
- - - - - original message - - - - -
from : parker , megan
sent : thursday , april 26 , 2001 8 : 34 am
to : kemp , juliann
subject : re : fw : equistar 1373 for march
have you heard from daren yet ? equistar won ' t pay the invoice until we bill it correctly . thanks for you help . i know it ' s bid week .
megan
from : juliann kemp / enron @ enronxgate on 04 / 25 / 2001 10 : 22 am
to : megan parker / corp / enron @ enron
cc :
subject : fw : equistar 1373 for march
i sent this to daren farmer - to give me direction for the missing gas volumes .
the deals went to ' 0 ' in sitara by the trader and amiee confirmed it for the following days . thanks - julie
- - - - - original message - - - - -
from : kemp , juliann
sent : wednesday , april 25 , 2001 10 : 18 am
to : farmer , daren j .
subject : equistar for march
march -
meter 1373
deal 165373 for 10 , 000 ( 3 rd , 4 th , 5 th ) total 310 , 000
deal 157572 for 5 , 000 ( 3 rd ) total 155 , 000
deal was taken to zero in sitara - equistar said it should of been kept whole for the whole month .
what do you want me to do so equistar can pay their invoice . thanks - julie",yes
4642,spam,"Subject: collene medg stockplay of the day jeer
watson ,
medg - our best pick with rapid growth expected .
medianet group technologies ( medg ) $ 1 . 43 . there
will be contracts with several fortune 500 companies
being announced shortly . the very short term target
price is $ 3 + . the company is expecting $ 4 - 5 million
to the bottom line in 2005 . based on 7 million shares
outstanding that would be earnings of $ 0 . 50 to $ 0 . 70
which would be a $ 5 - 7 target with a conservative p / e
of only 10 . there are less than one million shares in
the float , so you could see a rapid price appreciation .
trading above $ 1 . 50 should see the $ 3 . 00 + level early
in 2005 . 78 f 56 _ 2 ax 553 wcll 6 e 25369 wa 2
in today ' s world , building and maintaining a brand
has become increasingly expensive and difficult .
maintaining loyalty for a brand is even more so .
medianet group , through it ' s branded portal and branded
rewards operational divisions allows large and small
companies the opportunity to build and / or expand on
their brands quickly and efficiently - at an extremely
low cost .
medianet group technologies has developed unique
proprietary products , software and solutions for every
size business . we offer extremely affordable , simple ,
immediate implementation , delivered as feature rich
turnkey enterprise solutions for corporations interested
in expanding their web presence and enhancing customer
relations - turning operational costs into profit centers .
the operational divisions include customized and branded
corporate and international portals , loyalty / rewards
programs , video and media production and distribution
and targeted industry internet applications .
* don ' t miss out on medg , great news expected immediately
this week . get it today , don ' t miss the big gains with medg .
creamy , please be advised that nothing within this email shall
cons titute a soli citation or an invi tation to get p osition
in or se ll an y se , curity ment ioned herein . this newsletter
is neither a registered investment advisor nor affiliated
with any bro ker or de , aler . all sta tements ma de are our
exp ress opinion only and sh ould be trea ted as such . we
may o wn , take po sition and se ll any secu rities men tioned
at any time . this report inc ludes for ward look ing
stat ements within the mea ning of the pri vate se curities
litig ation refo rm act of 19 95 . these stat ements may
incl ude t erms as e xpect , bel ieve , may , w ill ,
mov e , underv alued and int end or similar te rms .
this news letter wa s pa id 11 300 f rom third par ty to
s end thi s rep ort . wombat
fly archery
",no
2257,ham,"Subject: re : texas general land office it transport
fyi . wanted to forward what i ' m getting from legal on the tglo contract -
clear as mud .
- - - - - - - - - - - - - - - - - - - - - - forwarded by lauri a allen / hou / ect on 12 / 20 / 2000 06 : 55
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : gerald nemec on 12 / 19 / 2000 06 : 17 pm
to : lauri a allen / hou / ect @ ect , dan j hyvl / hou / ect @ ect
cc :
subject : re : texas general land office it transport
lauri , from a legal standpoint , we can cut the nomination on an
interruptible agreement at our discretion . the contract clearly gives us
this right . i haven ' t specifically reviewed the contract , but i am assuming
it is our standard form . i will check this .
yes , i would consider hisd facilities to be state facilities . the fact that
this goes to entex first complicates the issue .
dan , was the intent that it be directly delivered to state facilities , or if
it ultimately ended up at state facilities ?
lauri a allen
12 / 19 / 2000 10 : 57 am
to : dan j hyvl / hou / ect @ ect , gerald nemec / hou / ect @ ect
cc :
subject : texas general land office it transport
i haven ' t heard anything back from you guys on this . any insight ? i know
linda roberts is also working a deal with tglo to convert bbls to mmbtus
which could mean incremental volumes that tglo would be trying to get into
midcon .
- - - - - - - - - - - - - - - - - - - - - - forwarded by lauri a allen / hou / ect on 12 / 19 / 2000 09 : 37
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : gerald nemec on 12 / 05 / 2000 04 : 12 pm
to : dan j hyvl / hou / ect @ ect
cc : lauri a allen / hou / ect @ ect
subject : texas general land office it transport
dan , any input you have on this contract would be appreciated .
- - - - - forwarded by gerald nemec / hou / ect on 12 / 05 / 2000 04 : 11 pm - - - - -
lauri a allen
12 / 05 / 2000 02 : 53 pm
to : gerald nemec / hou / ect @ ect , eric gillaspie / hou / ect @ ect
cc : daren j farmer / hou / ect @ ect , edward . d . gottlob @ enron . com
subject : texas general land office it transport
gerald / eric -
i have a couple of questions regarding tglo transport contract
012 - 88494 - 202 . we are currently delivering a volume of 28 . 000 mm into various
midcon interconnects on this contract that are designated to go to
reliant / entex for the purpose of heating hisd schools . the transport
contract stipulates different rates for this delivery depending on whether
the gas is intended for state facilities or not . my first question , then ,
is : are hisd schools considered state facilities ? and , if hisd schools are
considered state facilities , does the fact that this gas is being delivered
to them via reliant / entex utilizing midcon ' s pipe make any difference ?
i am asking these questions not only to assure that we are recouping the
correct transport rate , but also to determine what the consequences might be
if i interrupt this delivery . we are having difficulty getting enough gas
into midcon to cover our entex noms and i am just exploring my options . i
would also expect that this volume should decrease when hisd closes for the
christmas holidays - does the fact that this is an it agreement give me enough
leverage to cut this nom if tglo does not do so voluntarily ?
thanks for your help .",yes
2569,ham,"Subject: re : panenergy 9 / 00
can you make it negative ? we need to reduce our payment .
daren j farmer @ ect
02 / 15 / 2001 01 : 40 pm
to : megan parker / corp / enron @ enron
cc :
subject : re : panenergy 9 / 00
done .
enron north america corp .
from : megan parker @ enron 02 / 15 / 2001 01 : 09 pm
to : daren j farmer / hou / ect @ ect
cc :
subject : panenergy 9 / 00
i finally heard back from duke regarding sept 2000 . they agree with our
spreadsheet , so i need a demand fee to adjust the price in sitara .
deal 157288 - demand fee of ( $ 8 , 745 . 69 )
thanks ,
megan",yes
4764,spam,"Subject: penls enlarg 3 ment pllls
",no
1248,ham,"Subject: hpl nomination changes for july 25 and july 26
july 26 final nom
- - - 0 - - - inlet hpl @ eastrans
7 , 800 fcv / hpl ( incremental sale to hpl ) please call bruce mcmills at
( 713 ) 627 - 6467
- 0 - tenn / hpl
- 0 - mobile beaumont / hpl
- 0 - hpl cartwheel
7 , 800 total gas
please note , the excess volumes for july 26 will be considered an incremental
sale .
if you have any questions , please call bruce mcmills or chad cass at ( 713 )
627 - 6202 .
thanks ,
chad cass",yes
220,ham,"Subject: 98 - 3405 activity being allocated / nomed @ 98 - 9643
daren ,
can you please "" 0 "" all activity on sitara deal tickets 113858 , 93779 , 138094 ,
120866 , 138544 , 139661 ( relative to 98 - 3405 ) ? this activity is now being
nomed @ 98 - 9643 . i think that i ' ve referenced all of the deal tickets @ this
meter .
thanks
- jackie -
3 - 9497",yes
3704,spam,"Subject: [ adv ] access to the images of the catalogues - accedez aux images des catalogues
english
franais
deutsch
artprice holds archives containing
more than 270 , 000 auction sale catalogues from 1700 to the present day .
if a work is reproduced in a sale catalogue , we can provide you , in the context
of a catalogued public sale , with a reproduction of the work together with the
list of artists included in the same public sale .
view the picture of an artwork
and get more relevant information on the sale ( past or upcoming )
a personal research
report includes
a series of reproductions
( images in jpeg format )
the catalogue cover
the page of the catalogue on which the work appears
an enlarged reproduction of the work
additional information on the sale
the sale theme
a reproduction of the catalogue flyleaf
the other artists listed in this sale
personal
research
29 eur / usd
example -
a personal research
is available for this lot
to order a personal
research :
1 . this option can be ordered by our members holding a subscription or units
2 . upon display of the lot details or of the upcoming sale , the
logo personal research in the field reproduction
indicates that this option is available for ordering .
3 . click on personal research to order it
for the given artwork .
view
an example of personal research
artprice complies with current laws regarding author ' s
rights and intellectual property .
this is why artprice does not broadcast or distribute any images of works
of art on its data banks . personal research
is a personal documentary search , for private use , as part of private correspondence
between you and the artprice company .
we hope that this new documentation
service will match your needs
the 100 % pureplay
annual
us $ 16 . 58
per month
( unlimited access )
gift !
take advantage of a special
holiday season gift : get your complimentary artprice annual 2003
( salesprice us $ / euro 129 ) for yourself or as a gift to a collector friend !
holiday season offer only valid until january 15 , 2004 .
other
offers starting at us $ 8 . 25 per month
free email alert :
auction watch service on your listed artists !
sign up for free
artprice
tour
artmarketinsight
who
leads the global art market ?
market
trends since last summer
art
market trends 2002
sincerely
thierry ehrmann
the artprice founder
the world leader in art market information
welt - leader in kunstmarkt - infos
1987 - 2003
thierryehrmann
franais
english
deutsch
artprice possde des archives
constitues de plus de 270000 catalogues de ventes aux enchres
de 1700 nos jours et se propose de vous faire profiter de ce fonds
documentaire unique au monde . si une uvre est reproduite dans le catalogue
de vente , nous pouvons vous faire bnficier du contexte de la vente
publique catalogue , de la reproduction de l ' uvre ainsi que de la
liste des artistes ayant particip cette mme vente publique .
vous voulez voir une uvre
et tout connatre du contexte de la vente ( passe ou venir )
une personal research
inclut
une srie de reproductions
( images au format jpeg )
la couverture du catalogue de vente
la page du catalogue sur laquelle se trouve l ' uvre
recherche
un agrandissement de la reproduction de l ' uvre
les informations contextuelles de la vente
le thme de la vente
la page de garde du catalogue
la liste des autres artistes rfrencs
par artprice et participant la vente
personal research
29 eur / usd
exemple : pour ce lot ,
vous pouvez obtenir une personal research
pour commander une recherche
personal research :
1 . vous devez possder un compte artprice , abonnement ou units .
2 . lors de la consultation d ' un rsultat dtaill
ou d ' une vente future , la mention personal research
apparat si nous pouvons vous proposer une recherche documentaire pour cette
uvre .
3 . cliquez sur personal research pour commander
la recherche .
voir
un exemple de personal research
artprice respecte les lois en vigueur en matire
de droit d ' auteur et de proprit intellectuelle .
c ' est pourquoi artprice ne diffuse aucune
image d ' oeuvres d ' art sur ses banques de donnes . personalresearch
est une recherche documentaire personnalise , usage priv ,
effectue dans le cadre d ' une correspondance prive entre vous et
la socit artprice . vous vous engagez n ' en faire qu ' un
usage priv , ne pas les reproduire ou les diffuser des
tiers .
nous esprons , avec ce nouveau
service , combler vos attentes en matire de documentation .
annuel 100 % internet
16 , 58
eur
par mois
( accs illimit )
cadeau !
avec un cadeau spcial
fin d ' anne : un artprice annual 2003 gratuit ( valeur 129 euros )
pour vous ou offrir un collectionneur !
valable pour les ftes de fin d ' anne et seulement jusqu ' au 15
janvier 2004 .
autres offres
partir de 8 , 25 euros par mois
artmarketinsight
quel
leader mondial pour le march de l ' art ?
365
jours de mutation du march
tendances
du march de l ' art 2002
alerte email gratuite :
surveillance de vos artistes favoris
inscription express gratuite
ventes judiciaires
visitez
artprice
cordialement
thierry ehrmann
fondateur artprice
leader mondial de l ' information sur le marche de l ' art
welt - leader in kunstmarkt - infos
1987 - 2003
thierryehrmann
to remove your email : paliourg @ iit . demokritos . gr
please click below :
in case the above link does not work you can go to
http : / / list . artauction . net /
or reply to this message as it is .
please allow us 72 h for your e - mail to be removed . thank you for your co - operation .
pour d?sinscrire votre email : paliourg @ iit . demokritos . gr
cliquez ci - dessous : http : / / list . artauction . net / ? m = paliourg @ iit . demokritos . gr
si le lien ci - dessus ne fonctionne pas , vous pouvez aller sur :
http : / / list . artauction . net /
ou r?pondez svp ? ce message sans en modifier le contenu .
votre d?sinscription sera effective dans les 72 h . merci de votre coop?ration .
en conformit avec la loi
78 - 17 du 6 / 1 / 78 ( cnil ) , vous pouvez demander ne plus figurer sur notre
fichier de routage .
pr - 2003
artprice . com - domaine de la source bp 69 - f - 69270 st romain au mont d ' or - rcs
: 411 309 198
",no
541,ham,"Subject: new locations
the following listing reflects your new enron office locations . please
remember to properly label all boxes ,
chairs , mouses , keyboards , cpu ' s , monitors , stenophones , amtels and / or palm
pilot stations .
i will be here both saturday and sunday to ensure that your items have been
moved and pc ' s are working efficiently .
lauri allen 3212 a
eric bass 3212 c
ami chokshi 3213 e
daren farmer 3210 e
craig falbaum 3210 f
edward gottlob 3212 b
brenda herod 3213 c
gary lamphier 3213 a
barbara lewis 3214 c
tom martin 3211 c
greg mcclendon 3211 a
james mckay 3213 b
carey metz 3211 d
stacey neuweiler 3209 e
jennifer sabine 3206 a
jim schwieger 3211 b
elsa villarreal 3211 e
janet wallis 3213 d
gas control 3209 f
sunny rodgers : i will notify you of our exact mailstop location asap .",yes
201,ham,"Subject: copanno changes
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 01 / 28 / 2000
10 : 58 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
troy _ a _ benoit @ reliantenergy . com on 01 / 28 / 2000 10 : 53 : 30 am
to : ami chokshi / corp / enron @ enron
cc :
subject : copanno changes
( see attached file : hpl - jan . xls )
- hpl - jan . xls",yes
2625,ham,"Subject: nom / actual flow for 2 / 22 / 01
we agree .
- - - - - - - - - - - - - - - - - - - - - - forwarded by david avila / lsp / enserch / us on 02 / 23 / 2001
10 : 15 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" eileen ponton "" on 02 / 23 / 2001 10 : 14 : 42 am
to : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa
jones / texas utilities @ tu
cc :
subject : nom / actual flow for 2 / 22 / 01
nom = 60 , 000
actual flow = 58 , 094 ( 56 , 567 mcf , 1 . 027 btu )",yes
